track_id,source,year,position,artist,title,alpha_dfa,alpha_width,alpha_peak,spectrum_skew,mfdfa_ok,contour_length
billboard_1953_02,billboard,1953,02,Les Paul & Mary Ford,Vaya con Dios,1.1588493859869593,15.822630936213923,15.933107323577161,-0.9074611469194577,True,1921.0
billboard_1995_01,billboard,1995,01,Coolio feat. L.V.,Gangsta's Paradise,0.8828936439843899,9.017079729302662,4.822393944077404,0.08851463914927729,True,2160.0
billboard_1962_03,billboard,1962,03,Dee Dee Sharp,Mashed Potato Time,1.2301576490382222,16.30760747743822,16.556863551103277,-0.9150600109665243,True,1464.0
billboard_1998_01,billboard,1998,01,Next,Too Close,1.14760286931857,15.814577697510101,15.939931298930134,-0.9199030320393538,True,2051.0
billboard_2000_01,billboard,2000,01,Faith Hill,Breathe,1.26025560980154,15.91582420724377,15.85066827413624,-0.847218023260346,True,1315.0
billboard_1952_04,billboard,1952,04,Jo Stafford,You Belong to Me,1.0412564101814508,2.1461023396611694,1.7531773450788741,0.025836841093883057,True,2913.0
billboard_1999_01,billboard,1999,01,Cher,Believe,1.228235549528793,15.173496174193158,15.154084542690669,-0.8859005608773118,True,2478.0
billboard_1972_04,billboard,1972,04,Harry Nilsson,Without You,1.147702535699209,11.111625154730577,11.257647777663195,-0.8928336545968251,True,2465.0
billboard_1983_01,billboard,1983,01,The Police,Every Breath You Take,1.2603468804107651,14.737082566861305,14.792806701028866,-0.8393279904217035,True,1357.0
billboard_1998_03,billboard,1998,03,Shania Twain,You're Still the One,1.303114732927035,13.757361510590947,14.178405961375574,-0.9096989816057458,True,1575.0
billboard_1987_01,billboard,1987,01,The Bangles,Walk Like an Egyptian,1.3346427731982522,15.210102570185741,15.787229299213664,-0.9062280851017003,True,1377.0
billboard_2001_02,billboard,2001,02,Alicia Keys,Fallin',1.359988491325777,11.655974128439686,12.294036114462315,-0.9287891971950533,True,1390.0
billboard_2002_01,billboard,2002,01,Nickelback,How You Remind Me,1.2687480872845243,15.813810832264426,16.186494137158547,-0.9168429030872809,True,1472.0
billboard_1952_05,billboard,1952,05,Vera Lynn,Auf Wiederseh’n Sweetheart,1.1802292173939222,12.616098097655827,12.65240261956177,-0.8632898285183085,True,2133.0
billboard_2001_01,billboard,2001,01,Lifehouse,Hanging By A Moment,1.091622163587931,15.125553132419718,15.467181897203943,-0.9286435279920974,True,1460.0
billboard_1998_04,billboard,1998,04,Savage Garden,Truly Madly Deeply,1.0660171065281825,4.373411174768951,2.420986812349914,0.2131514479405,True,2746.0
billboard_1951_03,billboard,1951,03,Les Paul & Mary Ford,How High the Moon,1.0024345876215586,1.1013271186509832,-0.012394189151418322,1.0,True,2369.0
billboard_1999_03,billboard,1999,03,Monica,Angel of Mine,0.9079000177348607,1.7089876507260815,1.169547168759193,0.49886148188609036,True,4926.0
billboard_1999_04,billboard,1999,04,Whitney Houston feat. Faith Evans and Kelly Price,Heartbreak Hotel,1.2508862624908705,11.636483169968876,11.979813662804176,-0.9323885512763116,True,1627.0
billboard_2000_03,billboard,2000,03,Santana feat. The Product G&B,Maria Maria,1.1521323652763904,1.237639385586239,-0.0871386625203503,1.0,True,3148.0
billboard_1963_02,billboard,1963,02,Skeeter Davis,The End of the World,1.2196193825381294,15.612079786360054,15.337027653755229,-0.850094646070626,True,2394.0
billboard_1969_03,billboard,1969,03,The Temptations,I Can't Get Next to You,1.2781101213968298,12.656890704584,13.11881255965821,-0.9260455720031686,True,1806.0
billboard_1999_02,billboard,1999,02,TLC,No Scrubs,0.8196801566063249,5.268888650752407,3.02460556607626,0.10606036111599024,True,3227.0
billboard_1978_04,billboard,1978,04,Bee Gees,Stayin Alive,1.4158775334860785,8.230495708106359,8.745931839391844,-0.8575993688960067,True,1329.0
billboard_1998_05,billboard,1998,05,LeAnn Rimes,How Do I Live,1.1071604961882109,8.045780899959203,8.616740854504116,-0.9501197139012314,True,4313.0
billboard_2002_04,billboard,2002,04,Nelly feat. Kelly Rowland,Dilemma,1.056827920801203,15.709280829698235,16.042956672112638,-0.9363403410958839,True,2150.0
billboard_2002_02,billboard,2002,02,Ashanti,Foolish,1.186999647796086,16.097011714549932,16.32515818619177,-0.8923806713323309,True,1835.0
billboard_2003_02,billboard,2003,02,R. Kelly,Ignition,0.6520641761189057,1.3456681888025646,0.7811562439835422,0.5462983731730886,True,3171.0
billboard_2000_04,billboard,2000,04,Joe,I Wanna Know,1.3661087161066965,11.116455151279954,11.64907617729726,-0.8856349730639305,True,2139.0
billboard_1992_01,billboard,1992,01,Boyz II Men,End of the Road,1.4337377132423448,5.554141818404035,6.1004503086999975,-0.8129286075279868,True,1568.0
billboard_1984_05,billboard,1984,05,Phil Collins,Against All Odds (Take a Look at Me Now),1.270787109062082,15.716346023117108,15.749842042558441,-0.8844285167392592,True,1346.0
billboard_2003_05,billboard,2003,05,3 Doors Down,When I'm Gone,1.2498784613089697,1.5680392308875661,1.5220514339416638,-1.0,True,1441.0
billboard_1962_04,billboard,1962,04,Bobby Vinton,Roses Are Red (My Love),1.0746810228619343,15.305706803996113,14.596194289065892,-0.807375872914572,True,1425.0
billboard_1956_03,billboard,1956,03,Nelson Riddle,Lisbon Antigua,1.0441475980402244,15.763698073149808,15.629956678256264,-0.8745251875489469,True,1458.0
billboard_2001_04,billboard,2001,04,Train,Drops of Jupiter (Tell Me),0.8897729947790101,5.1648121596514525,2.9375438016453,0.09402342373866694,True,2038.0
billboard_2003_01,billboard,2003,01,50 Cent,In da Club,0.7597539433270677,15.772598981910164,15.92644253124908,-0.9355318395178388,True,2772.0
billboard_1989_01,billboard,1989,01,Chicago,Look Away,1.087901282318201,11.929772060806368,11.597093666481342,-0.7995520124980995,True,1551.0
billboard_1982_05,billboard,1982,05,The J. Geils Band,Centerfold,1.0376087753919614,15.38001297950504,15.110509430578588,-0.8651719285982822,True,1366.0
billboard_1994_05,billboard,1994,05,Mariah Carey,Hero,1.1736008187522158,14.342584433109893,14.11095275409454,-0.8461653534975822,True,3413.0
billboard_1991_04,billboard,1991,04,Paula Abdul,Rush Rush,1.0961429000226923,9.852619823828379,10.221720613896693,-0.9410724037451319,True,1802.0
billboard_2003_03,billboard,2003,03,Sean Paul,Get Busy,0.873689076653105,2.0726036238236674,1.1073911787987893,0.4262225385512516,True,3146.0
billboard_1952_03,billboard,1952,03,Johnnie Ray & The Four Lads,Cry,1.1533763676235065,15.90084941822025,15.804655431140276,-0.8924039977772785,True,3087.0
billboard_2004_02,billboard,2004,02,Usher,Burn,1.009791969759519,7.7753549675275,4.358362938192263,0.10036089494220508,True,3640.0
billboard_2004_03,billboard,2004,03,Alicia Keys,If I Ain't Got You,1.0206718673802997,6.984067769127007,4.015907290834645,0.0878744318285626,True,2342.0
billboard_2005_04,billboard,2005,04,Kelly Clarkson,Since U Been Gone,1.3652497934790764,11.18602815576169,10.967597027605194,-0.7838261569265369,True,1293.0
billboard_1972_05,billboard,1972,05,Sammy Davis Jr.,The Candy Man,0.9492979790115765,10.191852581946076,10.721777904419056,-0.9585304911170286,True,1923.0
billboard_1983_05,billboard,1983,05,Michael Jackson,Beat It,1.2821958039378252,12.52150455157231,12.992436314047737,-0.9298872230420878,True,1491.0
billboard_1955_03,billboard,1955,03,Mitch Miller,The Yellow Rose of Texas,1.2183031560623943,1.3499501574222665,-0.0014150611489971432,1.0,True,1636.0
